iteration,criteria,mean,median
zbZdICxMOmJIIOfmifZxAqGUZ,aha_kawasaki,0.07972594786503162,0.05263157894736836
zbZdICxMOmJIIOfmifZxAqGUZ,eular_acr_sle,0.09208603709351529,0.11111111111111105
zbZdICxMOmJIIOfmifZxAqGUZ,mcas_alternative,0.019420345789784795,0
zbZdICxMOmJIIOfmifZxAqGUZ,mcas_consortium,0.08022961107629738,0.05263157894736836
zbZdICxMOmJIIOfmifZxAqGUZ,migraine,0.13900327809866944,0.11111111111111105
zbZdICxMOmJIIOfmifZxAqGUZ,slicc_sle,0.1188589732585081,0.11111111111111105
S5q70dUl4WLyv1XABaKw0n6nM,aha_kawasaki,0.07971954521911856,0.05263157894736836
S5q70dUl4WLyv1XABaKw0n6nM,eular_acr_sle,0.09107398654215536,0.11111111111111105
S5q70dUl4WLyv1XABaKw0n6nM,mcas_alternative,0.019405088242671804,0
S5q70dUl4WLyv1XABaKw0n6nM,mcas_consortium,0.07942650811230889,0.05263157894736836
S5q70dUl4WLyv1XABaKw0n6nM,migraine,0.1390134465449627,0.11111111111111105
S5q70dUl4WLyv1XABaKw0n6nM,slicc_sle,0.11740804349742413,0.11111111111111105
fNsX3fbzs5iFNsTXKUq9B62Qq,aha_kawasaki,0.07963628606206448,0.05263157894736836
fNsX3fbzs5iFNsTXKUq9B62Qq,eular_acr_sle,0.09102127565686276,0.11111111111111105
fNsX3fbzs5iFNsTXKUq9B62Qq,mcas_alternative,0.019298918198963767,0
fNsX3fbzs5iFNsTXKUq9B62Qq,mcas_consortium,0.07934286540988143,0.05263157894736836
fNsX3fbzs5iFNsTXKUq9B62Qq,migraine,0.1390250163354038,0.11111111111111105
fNsX3fbzs5iFNsTXKUq9B62Qq,slicc_sle,0.11791098705549494,0.11111111111111105
KjfKfxacUld11LJO7IZCa4LD8,aha_kawasaki,0.07982462856589971,0.05263157894736836
KjfKfxacUld11LJO7IZCa4LD8,eular_acr_sle,0.0916537404383334,0.11111111111111105
KjfKfxacUld11LJO7IZCa4LD8,mcas_alternative,0.019364980154936092,0
KjfKfxacUld11LJO7IZCa4LD8,mcas_consortium,0.07850390021661861,0.05263157894736836
KjfKfxacUld11LJO7IZCa4LD8,migraine,0.13891125706812574,0.11111111111111105
KjfKfxacUld11LJO7IZCa4LD8,slicc_sle,0.11797495437271273,0.11111111111111105
BX2KqINYLtagDfnmrMjHG9RKe,aha_kawasaki,0.08003809580072244,0.05263157894736836
BX2KqINYLtagDfnmrMjHG9RKe,eular_acr_sle,0.09188175133829668,0.11111111111111105
BX2KqINYLtagDfnmrMjHG9RKe,mcas_alternative,0.019387001828906465,0
BX2KqINYLtagDfnmrMjHG9RKe,mcas_consortium,0.07951092662368306,0.05263157894736836
BX2KqINYLtagDfnmrMjHG9RKe,migraine,0.13867258018954176,0.11111111111111105
BX2KqINYLtagDfnmrMjHG9RKe,slicc_sle,0.11892634704633905,0.11111111111111105
Nfi7CBF8DVbeWfhgdw49WT1Tw,aha_kawasaki,0.0806246739128437,0.05263157894736836
Nfi7CBF8DVbeWfhgdw49WT1Tw,eular_acr_sle,0.0905327801549587,0.11111111111111105
Nfi7CBF8DVbeWfhgdw49WT1Tw,mcas_alternative,0.019406137649274086,0
Nfi7CBF8DVbeWfhgdw49WT1Tw,mcas_consortium,0.07913118286031535,0.05263157894736836
Nfi7CBF8DVbeWfhgdw49WT1Tw,migraine,0.13798640106325302,0.11111111111111105
Nfi7CBF8DVbeWfhgdw49WT1Tw,slicc_sle,0.11945613524528502,0.11111111111111105
FPrUQ0vlQqzye5CUqbpONKf3T,aha_kawasaki,0.0806639998936675,0.05263157894736836
FPrUQ0vlQqzye5CUqbpONKf3T,eular_acr_sle,0.09158062472907286,0.11111111111111105
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_alternative,0.019463523964764078,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_consortium,0.0796627649092262,0.05263157894736836
FPrUQ0vlQqzye5CUqbpONKf3T,migraine,0.13773799326470135,0.11111111111111105
FPrUQ0vlQqzye5CUqbpONKf3T,slicc_sle,0.11966685748747884,0.11111111111111105
pSnVOEiAOpI4VaykcI1Tq5ENY,aha_kawasaki,0.08033967709377986,0.05263157894736836
pSnVOEiAOpI4VaykcI1Tq5ENY,eular_acr_sle,0.09033567360310586,0.11111111111111105
pSnVOEiAOpI4VaykcI1Tq5ENY,mcas_alternative,0.019485693384280522,0
pSnVOEiAOpI4VaykcI1Tq5ENY,mcas_consortium,0.07966087149286182,0.05263157894736836
pSnVOEiAOpI4VaykcI1Tq5ENY,migraine,0.13831950268216064,0.11111111111111105
pSnVOEiAOpI4VaykcI1Tq5ENY,slicc_sle,0.11764149696459415,0.11111111111111105
1R6dvpzfzoMECTRmU0KSpThie,aha_kawasaki,0.07978812647402739,0.05263157894736836
1R6dvpzfzoMECTRmU0KSpThie,eular_acr_sle,0.09118859814041476,0.11111111111111105
1R6dvpzfzoMECTRmU0KSpThie,mcas_alternative,0.01927698771450667,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_consortium,0.07921884964752889,0.05263157894736836
1R6dvpzfzoMECTRmU0KSpThie,migraine,0.13849106572641445,0.11111111111111105
1R6dvpzfzoMECTRmU0KSpThie,slicc_sle,0.11822716865008678,0.11111111111111105
JWeFvjbIGE1wLlp4xKeSSInjX,aha_kawasaki,0.07955664410393991,0.05263157894736836
JWeFvjbIGE1wLlp4xKeSSInjX,eular_acr_sle,0.0905286563031357,0.11111111111111105
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_alternative,0.01945869932661743,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_consortium,0.07983460030587053,0.05263157894736836
JWeFvjbIGE1wLlp4xKeSSInjX,migraine,0.13831664692072632,0.11111111111111105
JWeFvjbIGE1wLlp4xKeSSInjX,slicc_sle,0.11969064075523682,0.11111111111111105
bEwOSwRTDkTcVt5YddirRkU8e,aha_kawasaki,0.08008045077876827,0.05263157894736836
bEwOSwRTDkTcVt5YddirRkU8e,eular_acr_sle,0.09044782602683471,0.09999999999999998
bEwOSwRTDkTcVt5YddirRkU8e,mcas_alternative,0.01948148640817514,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_consortium,0.08034690911711365,0.05263157894736836
bEwOSwRTDkTcVt5YddirRkU8e,migraine,0.13897190639184,0.11111111111111105
bEwOSwRTDkTcVt5YddirRkU8e,slicc_sle,0.11907971494673601,0.11111111111111105
yEPuSahAJfa76zyXKC664jDzu,aha_kawasaki,0.08145462033648697,0.05263157894736836
yEPuSahAJfa76zyXKC664jDzu,eular_acr_sle,0.0902423672657743,0.11111111111111105
yEPuSahAJfa76zyXKC664jDzu,mcas_alternative,0.019450904200388926,0
yEPuSahAJfa76zyXKC664jDzu,mcas_consortium,0.07951500366109351,0.05263157894736836
yEPuSahAJfa76zyXKC664jDzu,migraine,0.1379506859278636,0.11111111111111105
yEPuSahAJfa76zyXKC664jDzu,slicc_sle,0.11837601893650766,0.11111111111111105
ILXXmyYlMbHZzHJWa0SOyTwn2,aha_kawasaki,0.08081456162138737,0.05263157894736836
ILXXmyYlMbHZzHJWa0SOyTwn2,eular_acr_sle,0.0910724913127752,0.11111111111111105
ILXXmyYlMbHZzHJWa0SOyTwn2,mcas_alternative,0.019602139190347458,0
ILXXmyYlMbHZzHJWa0SOyTwn2,mcas_consortium,0.08030603365987536,0.05263157894736836
ILXXmyYlMbHZzHJWa0SOyTwn2,migraine,0.13851248630656077,0.11111111111111105
ILXXmyYlMbHZzHJWa0SOyTwn2,slicc_sle,0.11879726777714361,0.11111111111111105
DRiaNBWq9qxgX5JqroQBYsXt9,aha_kawasaki,0.08076619062675408,0.05263157894736836
DRiaNBWq9qxgX5JqroQBYsXt9,eular_acr_sle,0.09023860316283337,0.07692307692307698
DRiaNBWq9qxgX5JqroQBYsXt9,mcas_alternative,0.019475072768543114,0
DRiaNBWq9qxgX5JqroQBYsXt9,mcas_consortium,0.08034683975586822,0.05263157894736836
DRiaNBWq9qxgX5JqroQBYsXt9,migraine,0.13932205598719838,0.11111111111111105
DRiaNBWq9qxgX5JqroQBYsXt9,slicc_sle,0.11831749679824172,0.11111111111111105
VRrIxXCsvA2DbW90RRJcxPDlB,aha_kawasaki,0.08031309634278914,0.05263157894736836
VRrIxXCsvA2DbW90RRJcxPDlB,eular_acr_sle,0.09166129434177411,0.11111111111111105
VRrIxXCsvA2DbW90RRJcxPDlB,mcas_alternative,0.019167655975152843,0
VRrIxXCsvA2DbW90RRJcxPDlB,mcas_consortium,0.0802596371514174,0.05263157894736836
VRrIxXCsvA2DbW90RRJcxPDlB,migraine,0.1387334136125722,0.11111111111111105
VRrIxXCsvA2DbW90RRJcxPDlB,slicc_sle,0.1188493854512371,0.11111111111111105
OxUkw1jB1ADpBZVg6pxKrBOtB,aha_kawasaki,0.08074655010938579,0.05263157894736836
OxUkw1jB1ADpBZVg6pxKrBOtB,eular_acr_sle,0.09140147659971538,0.11111111111111105
OxUkw1jB1ADpBZVg6pxKrBOtB,mcas_alternative,0.019387454853528087,0
OxUkw1jB1ADpBZVg6pxKrBOtB,mcas_consortium,0.07923905915304212,0.05263157894736836
OxUkw1jB1ADpBZVg6pxKrBOtB,migraine,0.1391351959401243,0.11111111111111105
OxUkw1jB1ADpBZVg6pxKrBOtB,slicc_sle,0.11922382187138152,0.11111111111111105
ubUMdeUgQsQZBUaCVjUMd0jcZ,aha_kawasaki,0.08086463280886089,0.05263157894736836
ubUMdeUgQsQZBUaCVjUMd0jcZ,eular_acr_sle,0.09236332699037061,0.11111111111111105
ubUMdeUgQsQZBUaCVjUMd0jcZ,mcas_alternative,0.01937009206542449,0
ubUMdeUgQsQZBUaCVjUMd0jcZ,mcas_consortium,0.07931522025217527,0.05263157894736836
ubUMdeUgQsQZBUaCVjUMd0jcZ,migraine,0.1384225926694034,0.11111111111111105
ubUMdeUgQsQZBUaCVjUMd0jcZ,slicc_sle,0.11711779025567778,0.11111111111111105
YtdbX6FNHSZwCrjevGO68AaoT,aha_kawasaki,0.0794441529273779,0.05263157894736836
YtdbX6FNHSZwCrjevGO68AaoT,eular_acr_sle,0.09060102249812088,0.09999999999999998
YtdbX6FNHSZwCrjevGO68AaoT,mcas_alternative,0.019562543114521627,0
YtdbX6FNHSZwCrjevGO68AaoT,mcas_consortium,0.07977855533023351,0.05263157894736836
YtdbX6FNHSZwCrjevGO68AaoT,migraine,0.13746560152239592,0.11111111111111105
YtdbX6FNHSZwCrjevGO68AaoT,slicc_sle,0.11827402451629844,0.11111111111111105
3v61Hm8RwRlZuKBxla6PxrTOo,aha_kawasaki,0.07945110164412902,0.05263157894736836
3v61Hm8RwRlZuKBxla6PxrTOo,eular_acr_sle,0.09177358636174197,0.11111111111111105
3v61Hm8RwRlZuKBxla6PxrTOo,mcas_alternative,0.019310818320006428,0
3v61Hm8RwRlZuKBxla6PxrTOo,mcas_consortium,0.07906246111637796,0.05263157894736836
3v61Hm8RwRlZuKBxla6PxrTOo,migraine,0.13876871569033028,0.11111111111111105
3v61Hm8RwRlZuKBxla6PxrTOo,slicc_sle,0.11853829168755628,0.11111111111111105
QHBH4Ooy1MrqM4iGCrWeB8xVV,aha_kawasaki,0.08105102384946328,0.05263157894736836
QHBH4Ooy1MrqM4iGCrWeB8xVV,eular_acr_sle,0.0911473126187432,0.11111111111111105
QHBH4Ooy1MrqM4iGCrWeB8xVV,mcas_alternative,0.019473393239776343,0
QHBH4Ooy1MrqM4iGCrWeB8xVV,mcas_consortium,0.07964615199025891,0.05263157894736836
QHBH4Ooy1MrqM4iGCrWeB8xVV,migraine,0.13842291386335273,0.11111111111111105
QHBH4Ooy1MrqM4iGCrWeB8xVV,slicc_sle,0.11973034137330928,0.11111111111111105
2jqT1GPFF8E7S8xmnwbeC9rH1,aha_kawasaki,0.08019321740894315,0.05263157894736836
2jqT1GPFF8E7S8xmnwbeC9rH1,eular_acr_sle,0.09008935225415117,0.07692307692307698
2jqT1GPFF8E7S8xmnwbeC9rH1,mcas_alternative,0.019502523871712658,0
2jqT1GPFF8E7S8xmnwbeC9rH1,mcas_consortium,0.08023746098793118,0.05263157894736836
2jqT1GPFF8E7S8xmnwbeC9rH1,migraine,0.13989755246470248,0.11111111111111105
2jqT1GPFF8E7S8xmnwbeC9rH1,slicc_sle,0.11807808683378397,0.11111111111111105
b5tICukFYLgoHvogtHuWFes3g,aha_kawasaki,0.08083729655127762,0.05263157894736836
b5tICukFYLgoHvogtHuWFes3g,eular_acr_sle,0.09150098057390219,0.11111111111111105
b5tICukFYLgoHvogtHuWFes3g,mcas_alternative,0.019490701881301628,0
b5tICukFYLgoHvogtHuWFes3g,mcas_consortium,0.079549051007714,0.05263157894736836
b5tICukFYLgoHvogtHuWFes3g,migraine,0.13801710778434997,0.11111111111111105
b5tICukFYLgoHvogtHuWFes3g,slicc_sle,0.11823227047330215,0.11111111111111105
6rYL3cozyZHFGBctVQww8WlFt,aha_kawasaki,0.07967127779479172,0.05263157894736836
6rYL3cozyZHFGBctVQww8WlFt,eular_acr_sle,0.09051846494171718,0.11111111111111105
6rYL3cozyZHFGBctVQww8WlFt,mcas_alternative,0.019333288263939513,0
6rYL3cozyZHFGBctVQww8WlFt,mcas_consortium,0.07985846805264663,0.05263157894736836
6rYL3cozyZHFGBctVQww8WlFt,migraine,0.1397168620649328,0.11111111111111105
6rYL3cozyZHFGBctVQww8WlFt,slicc_sle,0.11609795311008844,0.11111111111111105
ls0u6h4ugOVN03XaroTpDfXoQ,aha_kawasaki,0.08034185553363017,0.05263157894736836
ls0u6h4ugOVN03XaroTpDfXoQ,eular_acr_sle,0.09170349162923787,0.11111111111111105
ls0u6h4ugOVN03XaroTpDfXoQ,mcas_alternative,0.019525355291387162,0
ls0u6h4ugOVN03XaroTpDfXoQ,mcas_consortium,0.07943602397068951,0.05263157894736836
ls0u6h4ugOVN03XaroTpDfXoQ,migraine,0.1385842517600845,0.11111111111111105
ls0u6h4ugOVN03XaroTpDfXoQ,slicc_sle,0.12073988703885855,0.11111111111111105
jNS8cepRdLHRv3oTYW3gcO62Y,aha_kawasaki,0.0798477274979741,0.05263157894736836
jNS8cepRdLHRv3oTYW3gcO62Y,eular_acr_sle,0.09089390860834266,0.11111111111111105
jNS8cepRdLHRv3oTYW3gcO62Y,mcas_alternative,0.01932923925177575,0
jNS8cepRdLHRv3oTYW3gcO62Y,mcas_consortium,0.07931114500455066,0.05263157894736836
jNS8cepRdLHRv3oTYW3gcO62Y,migraine,0.14106521263869298,0.11111111111111105
jNS8cepRdLHRv3oTYW3gcO62Y,slicc_sle,0.11893020142882606,0.11111111111111105
v3JxtyeogjxSUvEGlclLHcdz7,aha_kawasaki,0.08016083918264327,0.05263157894736836
v3JxtyeogjxSUvEGlclLHcdz7,eular_acr_sle,0.09150881315364282,0.11111111111111105
v3JxtyeogjxSUvEGlclLHcdz7,mcas_alternative,0.019496450378220353,0
v3JxtyeogjxSUvEGlclLHcdz7,mcas_consortium,0.08016188361598708,0.05263157894736836
v3JxtyeogjxSUvEGlclLHcdz7,migraine,0.138386242768197,0.11111111111111105
v3JxtyeogjxSUvEGlclLHcdz7,slicc_sle,0.11947235094979985,0.11111111111111105
ABjAc4sYalvWwjEj5d8xXWvSZ,aha_kawasaki,0.07951495121312174,0.05263157894736836
ABjAc4sYalvWwjEj5d8xXWvSZ,eular_acr_sle,0.09031593505094038,0.11111111111111105
ABjAc4sYalvWwjEj5d8xXWvSZ,mcas_alternative,0.019568193550239595,0
ABjAc4sYalvWwjEj5d8xXWvSZ,mcas_consortium,0.07912295488886402,0.05263157894736836
ABjAc4sYalvWwjEj5d8xXWvSZ,migraine,0.13765191240072475,0.11111111111111105
ABjAc4sYalvWwjEj5d8xXWvSZ,slicc_sle,0.1195488289010981,0.11111111111111105
IC722rgiwakyjNVDqjxZs3Qal,aha_kawasaki,0.07907627095367602,0.05263157894736836
IC722rgiwakyjNVDqjxZs3Qal,eular_acr_sle,0.09014444621069703,0.09999999999999998
IC722rgiwakyjNVDqjxZs3Qal,mcas_alternative,0.019493831079097808,0
IC722rgiwakyjNVDqjxZs3Qal,mcas_consortium,0.07931444532618104,0.05263157894736836
IC722rgiwakyjNVDqjxZs3Qal,migraine,0.13761651064916147,0.11111111111111105
IC722rgiwakyjNVDqjxZs3Qal,slicc_sle,0.11917739935868514,0.11111111111111105
YY6q8JrIAEhhHw8MdQNTGFZSZ,aha_kawasaki,0.08089825366516838,0.05263157894736836
YY6q8JrIAEhhHw8MdQNTGFZSZ,eular_acr_sle,0.09066375249490871,0.11111111111111105
YY6q8JrIAEhhHw8MdQNTGFZSZ,mcas_alternative,0.01962472089279774,0
YY6q8JrIAEhhHw8MdQNTGFZSZ,mcas_consortium,0.08001615273676688,0.05263157894736836
YY6q8JrIAEhhHw8MdQNTGFZSZ,migraine,0.13566394114228272,0.11111111111111105
YY6q8JrIAEhhHw8MdQNTGFZSZ,slicc_sle,0.11886162556430982,0.11111111111111105
9oeXP7qQPxjeoHPTQk6c7GO5m,aha_kawasaki,0.07997036934119885,0.05263157894736836
9oeXP7qQPxjeoHPTQk6c7GO5m,eular_acr_sle,0.09212610682539352,0.11111111111111105
9oeXP7qQPxjeoHPTQk6c7GO5m,mcas_alternative,0.019514787859366053,0
