iteration,consensus,mean,median
fNsX3fbzs5iFNsTXKUq9B62Qq,aha_kawasaki,0.09380649294102714,0.0714285714285714
fNsX3fbzs5iFNsTXKUq9B62Qq,consensus1,0.08456599013874554,0.05263157894736836
fNsX3fbzs5iFNsTXKUq9B62Qq,consensus2,0.037346932393372,0
fNsX3fbzs5iFNsTXKUq9B62Qq,eular_acr_sle,0.12939456484348125,0.11111111111111105
fNsX3fbzs5iFNsTXKUq9B62Qq,migraine,0.11631502503535525,0.11111111111111105
fNsX3fbzs5iFNsTXKUq9B62Qq,slicc_sle,0.12956083018002523,0.11111111111111105
FJhdGL1VaXUYtPeD1eECeWkf6,aha_kawasaki,0.0873479948557348,0.0714285714285714
FJhdGL1VaXUYtPeD1eECeWkf6,consensus1,0.08608531131750942,0.05263157894736836
FJhdGL1VaXUYtPeD1eECeWkf6,consensus2,0.0322472848788638,0
FJhdGL1VaXUYtPeD1eECeWkf6,eular_acr_sle,0.11237243435385848,0.11111111111111105
FJhdGL1VaXUYtPeD1eECeWkf6,migraine,0.11357342157135757,0.11111111111111105
FJhdGL1VaXUYtPeD1eECeWkf6,slicc_sle,0.13026602453847036,0.11111111111111105
zbZdICxMOmJIIOfmifZxAqGUZ,aha_kawasaki,0.09980074105461104,0.09126984126984122
zbZdICxMOmJIIOfmifZxAqGUZ,consensus1,0.08106677368803268,0.05263157894736836
zbZdICxMOmJIIOfmifZxAqGUZ,consensus2,0.0349341405068959,0
zbZdICxMOmJIIOfmifZxAqGUZ,eular_acr_sle,0.14161411153155218,0.11111111111111105
zbZdICxMOmJIIOfmifZxAqGUZ,migraine,0.11798723387990673,0.11111111111111105
zbZdICxMOmJIIOfmifZxAqGUZ,slicc_sle,0.11494285823491189,0.11111111111111105
75J63Ant9ajSkz3JgDZ0wP0J2,aha_kawasaki,0.07712515955550012,0.0714285714285714
75J63Ant9ajSkz3JgDZ0wP0J2,consensus1,0.0650689905591866,0.05263157894736836
75J63Ant9ajSkz3JgDZ0wP0J2,consensus2,0.03863278104764171,0.05263157894736836
75J63Ant9ajSkz3JgDZ0wP0J2,eular_acr_sle,0.10749340671941289,0.11111111111111105
75J63Ant9ajSkz3JgDZ0wP0J2,migraine,0.11949508848373656,0.11111111111111105
75J63Ant9ajSkz3JgDZ0wP0J2,slicc_sle,0.1182785394859698,0.11111111111111105
cHk6iURn5MmXzcW0MeH37vzaO,aha_kawasaki,0.09738852192412564,0.0714285714285714
cHk6iURn5MmXzcW0MeH37vzaO,consensus1,0.06389939991591174,0.05263157894736836
cHk6iURn5MmXzcW0MeH37vzaO,consensus2,0.03549257759784073,0
cHk6iURn5MmXzcW0MeH37vzaO,eular_acr_sle,0.11777319114780413,0.11111111111111105
cHk6iURn5MmXzcW0MeH37vzaO,migraine,0.10431907655849862,0.11111111111111105
cHk6iURn5MmXzcW0MeH37vzaO,slicc_sle,0.12085578870924586,0.11111111111111105
t1aZeW9bnxJIUuw8fWwSGuj4z,aha_kawasaki,0.08693278971916742,0.0714285714285714
t1aZeW9bnxJIUuw8fWwSGuj4z,consensus1,0.08498834231548366,0.05263157894736836
t1aZeW9bnxJIUuw8fWwSGuj4z,consensus2,0.03899330803355569,0.05263157894736836
t1aZeW9bnxJIUuw8fWwSGuj4z,eular_acr_sle,0.1029965982494362,0.11111111111111105
t1aZeW9bnxJIUuw8fWwSGuj4z,migraine,0.09549554714673392,0.11111111111111105
t1aZeW9bnxJIUuw8fWwSGuj4z,slicc_sle,0.1281599969422467,0.11111111111111105
9NWDZZv4XoGhoFJxT3Wu1GEtG,aha_kawasaki,0.07557717324111919,0.0714285714285714
9NWDZZv4XoGhoFJxT3Wu1GEtG,consensus1,0.09352902954554139,0.05263157894736836
9NWDZZv4XoGhoFJxT3Wu1GEtG,consensus2,0.03936713441357402,0
