mcas_1.mcas_2,mcas_1.aha_kawasaki,mcas_1.eular_acr_sle,mcas_1.migraine,mcas_1.slicc_sle,mcas_2.aha_kawasaki,mcas_2.eular_acr_sle,mcas_2.migraine,mcas_2.slicc_sle,aha_kawasaki.eular_acr_sle,aha_kawasaki.migraine,aha_kawasaki.slicc_sle,eular_acr_sle.migraine,eular_acr_sle.slicc_sle,migraine.slicc_sle
0.016305718790245116,0.014546747781255753,-7.450549401708528e-4,-0.012920191152416827,-0.007131185306838539,0.027312513487328438,0.021280075509123364,-0.026684545294622275,-0.012749492293544051,0.03880628344582426,0.02737392561686125,0.0077577351724817945,0.03475303811398245,-0.006812753017642947,-0.0019604275883668976
-0.026194106845001563,0.016395152770382282,0.002929865053470593,-6.874067014805973e-5,-0.008685970090669848,0.0019918768242188634,0.019081916282518208,-0.011789734919378958,0.0362188845420901,-0.009208505284141744,0.01408616832701437,0.026332833526121924,-0.008614647855401003,0.028221723944207078,-0.014273390151343435
0.03562745090153108,0.012537396331604,0.03784854998793108,0.011928137634546587,0.048357397226525656,0.01561229348969917,0.019815538735872273,0.016316829974975633,-0.026132445456352293,-0.022778865577179452,-0.014094547747600217,-0.029600705801353655,0.01778596922380693,0.014454292921824319,0.007155284650219862
-0.025646266129770723,-0.0028721785338099437,-0.009131286429259866,0.01241349596683694,0.02065071631493609,0.0064619253451967396,0.055754727344512034,-0.027500380794210244,0.008640076624314652,-0.02547404218057636,-0.009925668177682034,0.025987622620910145,-0.007073787362372741,-0.018642691143829992,-0.006582456281677196
-0.010096542575466216,-0.0015539223790641543,-0.005262489380346125,0.010027747059492498,-0.020729962964696647,0.011315317098860689,0.024556775707496037,-0.004671735654413922,0.027301251404145077,0.012010793969691846,-0.0019287484887486883,0.005972300874402592,0.007466868608759114,-0.0023560754982971943,0.014557284314978602
-0.0014943831229619065,0.016084081752540946,9.926508623037122e-4,0.004865339994763573,0.005791517621691611,-0.011178591455069053,0.0024020375888591516,0.004431706442084682,0.00869688814996561,-0.011361180468144383,0.035762316369086555,-0.001466681403822001,0.02927961502732579,0.009979225396847369,-0.023394826786076628
0.009120788200629448,-0.02217566401326554,-0.013227414166992801,-0.0025006490198364872,-0.020731728720249976,9.545484637056845e-4,-0.01677542060396764,-0.010666152440609977,0.027078894332309922,0.004983544002909568,0.00418202390668565,-0.011776543797543226,0.020736530506978212,0.02529474759459216,-0.024404072039130753
0.022644515894189254,0.016812031186521637,-0.04986550506716636,0.02250153460351889,0.005007609067708252,0.03242923772038786,0.018830906190746788,0.012486867269426938,-0.006589852694876441,-0.014412443188719593,-0.005854951219664173,0.009732614878011248,-0.005824357324570428,-0.007130849341163703,0.01452827282046254
0.04369710453538467,0.009759335946350589,-0.005792700668361128,-0.003980770593972949,-0.00644401305610387,-0.036389027296669596,0.011094229428472602,-0.01940144728881421,0.008135691382209487,-0.012890863787824891,-0.009013773306807416,-0.033810400120611206,-0.03131148616853974,0.01361507159902775,-0.022168593294498606
0.016316637493946295,-5.450206775794442e-4,0.010098904713552237,0.007197761723834795,-0.002926474454264749,0.005332820005087946,-0.017579016412476278,-0.009921184392337246,-4.113285878961648e-4,-0.015008160267891313,0.044430260385482256,-0.034266664267057934,4.4563202389813483e-4,-0.019838200909796377,-0.0025266013467213355
